Epoch,Joint,Rec,KLD
1348,147.286,0.281,0.303
1349,147.487,0.282,0.304
1350,147.220,0.281,0.305
1351,147.091,0.281,0.302
1352,148.097,0.283,0.303
1353,148.083,0.283,0.307
1354,147.917,0.283,0.305
1355,148.037,0.283,0.304
1356,147.960,0.283,0.305
1357,147.116,0.281,0.304
1358,146.953,0.281,0.303
1359,147.744,0.282,0.303
1360,147.483,0.282,0.303
1361,148.195,0.283,0.302
1362,148.208,0.283,0.304
1363,148.298,0.283,0.302
1364,147.277,0.281,0.304
1365,146.909,0.281,0.304
1366,147.649,0.282,0.303
1367,148.145,0.283,0.304
1368,146.675,0.280,0.304
1369,147.287,0.281,0.305
1370,146.712,0.280,0.304
1371,147.790,0.282,0.303
1372,147.618,0.282,0.304
1373,147.024,0.281,0.302
1374,146.760,0.280,0.302
1375,147.254,0.281,0.303
1376,148.552,0.284,0.304
1377,147.079,0.281,0.302
1378,146.962,0.281,0.303
1379,146.118,0.279,0.304
1380,147.083,0.281,0.302
1381,147.515,0.282,0.303
1382,148.082,0.283,0.301
1383,146.841,0.280,0.302
1384,146.402,0.279,0.305
1385,148.208,0.283,0.304
1386,147.883,0.283,0.302
1387,148.276,0.283,0.302
1388,147.341,0.282,0.302
1389,147.918,0.283,0.302
1390,147.134,0.281,0.304
1391,146.654,0.280,0.304
1392,147.207,0.281,0.303
1393,147.250,0.281,0.303
1394,146.895,0.281,0.304
1395,147.671,0.282,0.306
1396,146.557,0.280,0.302
1397,147.125,0.281,0.305
1398,148.180,0.283,0.302
1399,147.065,0.281,0.300
1400,147.481,0.282,0.301
1401,147.948,0.283,0.303
1402,146.596,0.280,0.304
1403,146.361,0.280,0.301
1404,147.764,0.282,0.303
1405,147.261,0.281,0.303
1406,147.646,0.282,0.301
1407,147.346,0.282,0.299
1408,147.820,0.283,0.298
1409,147.528,0.282,0.300
1410,146.611,0.280,0.302
1411,147.210,0.281,0.300
1412,147.170,0.281,0.301
1413,147.133,0.281,0.304
1414,147.116,0.281,0.301
1415,146.435,0.280,0.302
1416,147.003,0.281,0.301
1417,145.836,0.278,0.302
1418,146.848,0.281,0.300
1419,146.670,0.280,0.301
1420,148.034,0.283,0.303
1421,146.952,0.281,0.301
1422,147.163,0.281,0.302
1423,147.318,0.281,0.302
1424,147.652,0.282,0.303
1425,146.901,0.281,0.301
1426,146.751,0.280,0.301
1427,146.461,0.280,0.300
1428,146.589,0.280,0.302
1429,147.413,0.282,0.300
1430,147.503,0.282,0.301
1431,146.863,0.281,0.302
1432,147.397,0.282,0.302
1433,146.992,0.281,0.300
1434,147.549,0.282,0.301
1435,148.113,0.283,0.300
1436,146.934,0.281,0.301
1437,146.720,0.280,0.302
1438,146.926,0.281,0.299
1439,146.763,0.280,0.302
1440,146.951,0.281,0.302
1441,146.710,0.280,0.299
1442,146.652,0.280,0.300
1443,146.544,0.280,0.300
1444,146.535,0.280,0.299
1445,147.208,0.281,0.301
1446,147.168,0.281,0.302
1447,146.647,0.280,0.301
1448,146.082,0.279,0.301
1449,146.597,0.280,0.301
1450,146.661,0.280,0.300
1451,146.601,0.280,0.302
1452,146.285,0.279,0.301
1453,147.216,0.281,0.300
1454,148.408,0.284,0.300
1455,147.794,0.283,0.299
1456,147.157,0.281,0.299
1457,146.306,0.280,0.300
1458,146.469,0.280,0.302
1459,146.478,0.280,0.301
1460,146.971,0.281,0.299
1461,146.406,0.280,0.301
1462,147.429,0.282,0.300
1463,146.315,0.279,0.302
1464,146.829,0.280,0.303
1465,146.082,0.279,0.301
1466,146.420,0.280,0.303
1467,146.279,0.279,0.301
1468,146.263,0.279,0.302
1469,147.800,0.283,0.302
1470,146.747,0.280,0.300
1471,147.126,0.281,0.299
1472,148.118,0.283,0.299
1473,147.771,0.282,0.301
1474,147.158,0.281,0.300
1475,146.470,0.280,0.299
1476,147.850,0.283,0.302
1477,146.548,0.280,0.299
1478,146.826,0.281,0.299
1479,146.984,0.281,0.300
1480,146.235,0.279,0.301
1481,148.803,0.285,0.301
1482,147.428,0.282,0.300
1483,147.360,0.282,0.299
1484,146.997,0.281,0.299
1485,146.664,0.280,0.299
1486,145.881,0.279,0.300
1487,146.367,0.280,0.300
1488,146.345,0.280,0.300
1489,146.489,0.280,0.300
1490,146.474,0.280,0.302
1491,145.715,0.278,0.303
1492,145.416,0.278,0.300
1493,147.661,0.282,0.299
1494,147.242,0.281,0.300
1495,146.359,0.280,0.300
1496,146.673,0.280,0.300
1497,147.374,0.282,0.301
1498,147.195,0.281,0.300
1499,146.121,0.279,0.299
1500,147.176,0.281,0.300
1501,147.482,0.282,0.299
1502,146.163,0.279,0.303
1503,146.101,0.279,0.299
1504,145.633,0.278,0.299
1505,146.678,0.280,0.299
1506,145.558,0.278,0.300
1507,145.789,0.278,0.300
1508,146.753,0.280,0.300
1509,147.019,0.281,0.298
1510,147.230,0.281,0.301
1511,146.815,0.281,0.300
1512,146.369,0.280,0.298
1513,145.788,0.279,0.298
1514,146.080,0.279,0.299
1515,146.661,0.280,0.301
1516,146.287,0.280,0.298
1517,147.473,0.282,0.299
1518,146.574,0.280,0.302
1519,146.528,0.280,0.301
1520,147.089,0.281,0.303
1521,146.211,0.279,0.300
1522,146.650,0.280,0.300
1523,146.167,0.279,0.302
1524,146.599,0.280,0.302
1525,146.311,0.280,0.299
1526,146.189,0.279,0.301
1527,146.110,0.279,0.300
1528,146.801,0.281,0.300
1529,147.811,0.283,0.301
1530,145.609,0.278,0.300
1531,146.450,0.280,0.299
1532,146.567,0.280,0.299
1533,146.256,0.279,0.300
1534,146.332,0.280,0.300
1535,146.565,0.280,0.299
1536,146.328,0.280,0.299
1537,147.104,0.281,0.298
1538,145.942,0.279,0.300
1539,146.765,0.281,0.299
1540,146.525,0.280,0.300
1541,146.947,0.281,0.300
1542,146.266,0.280,0.299
1543,147.213,0.281,0.300
1544,146.100,0.279,0.301
1545,146.776,0.280,0.303
1546,146.508,0.280,0.299
1547,147.203,0.281,0.299
1548,146.905,0.281,0.301
1549,146.011,0.279,0.300
1550,147.300,0.282,0.300
1551,146.631,0.280,0.300
1552,146.989,0.281,0.302
1553,146.292,0.279,0.301
1554,148.934,0.285,0.300
1555,146.916,0.281,0.300
1556,146.433,0.280,0.301
1557,145.761,0.279,0.299
1558,146.271,0.280,0.299
1559,146.187,0.280,0.297
1560,146.413,0.280,0.301
1561,145.488,0.278,0.300
1562,147.586,0.282,0.299
1563,146.559,0.280,0.300
1564,145.387,0.278,0.301
1565,145.900,0.279,0.299
1566,146.014,0.279,0.300
1567,146.674,0.280,0.299
1568,145.990,0.279,0.299
1569,145.541,0.278,0.299
1570,145.963,0.279,0.299
1571,146.403,0.280,0.301
1572,145.998,0.279,0.299
1573,145.895,0.279,0.298
1574,146.751,0.280,0.300
1575,146.916,0.281,0.301
1576,145.921,0.279,0.302
1577,146.902,0.281,0.301
1578,146.549,0.280,0.302
1579,147.315,0.282,0.300
1580,147.166,0.281,0.299
1581,145.407,0.278,0.301
1582,145.533,0.278,0.300
1583,146.937,0.281,0.300
1584,146.188,0.279,0.298
1585,146.694,0.280,0.299
1586,146.225,0.279,0.301
1587,146.349,0.280,0.301
1588,145.964,0.279,0.300
1589,146.041,0.279,0.299
1590,146.258,0.280,0.299
1591,145.560,0.278,0.299
1592,146.086,0.279,0.298
1593,146.400,0.280,0.299
1594,145.976,0.279,0.300
1595,146.875,0.281,0.300
1596,146.425,0.280,0.302
1597,146.318,0.280,0.298
1598,145.768,0.279,0.299
1599,146.042,0.279,0.299
1600,145.498,0.278,0.301
1601,145.110,0.277,0.300
1602,146.106,0.279,0.298
1603,146.088,0.279,0.299
1604,145.243,0.277,0.299
1605,146.727,0.280,0.300
1606,145.331,0.278,0.299
1607,146.241,0.280,0.299
1608,146.033,0.279,0.300
1609,145.635,0.278,0.299
1610,145.706,0.278,0.300
1611,145.828,0.279,0.301
1612,145.457,0.278,0.300
1613,146.285,0.280,0.299
1614,146.609,0.280,0.301
1615,147.042,0.281,0.301
1616,145.854,0.279,0.301
1617,146.359,0.280,0.300
1618,145.271,0.277,0.301
1619,146.051,0.279,0.302
1620,145.765,0.278,0.300
1621,146.077,0.279,0.299
1622,145.451,0.278,0.299
1623,146.264,0.280,0.298
1624,145.428,0.278,0.300
1625,145.161,0.277,0.300
1626,146.389,0.280,0.302
1627,146.046,0.279,0.302
1628,147.432,0.282,0.300
1629,146.434,0.280,0.299
1630,146.463,0.280,0.299
1631,146.296,0.279,0.301
1632,146.564,0.280,0.300
1633,146.095,0.279,0.301
1634,145.661,0.278,0.299
1635,145.739,0.278,0.302
1636,145.797,0.279,0.298
1637,145.340,0.278,0.300
1638,146.303,0.279,0.303
1639,146.244,0.279,0.300
1640,146.269,0.279,0.302
1641,146.387,0.280,0.299
1642,145.390,0.278,0.300
1643,145.442,0.278,0.300
1644,145.111,0.277,0.300
1645,146.162,0.279,0.298
1646,146.355,0.280,0.302
1647,147.141,0.281,0.299
1648,145.907,0.279,0.299
1649,146.203,0.279,0.301
1650,145.002,0.277,0.301
1651,146.013,0.279,0.301
1652,146.010,0.279,0.302
1653,146.629,0.280,0.300
1654,146.039,0.279,0.299
1655,147.181,0.281,0.302
1656,146.149,0.279,0.302
1657,145.889,0.279,0.301
1658,146.289,0.280,0.300
1659,145.556,0.278,0.297
1660,146.164,0.279,0.300
1661,145.392,0.278,0.302
1662,145.729,0.278,0.300
1663,145.061,0.277,0.300
1664,146.084,0.279,0.298
1665,145.606,0.278,0.300
1666,145.285,0.277,0.301
1667,145.520,0.278,0.302
1668,144.945,0.277,0.300
1669,146.297,0.280,0.300
1670,145.460,0.278,0.300
1671,146.391,0.280,0.300
1672,145.514,0.278,0.302
1673,146.485,0.280,0.303
1674,146.509,0.280,0.298
1675,144.653,0.276,0.299
1676,145.827,0.279,0.299
1677,145.833,0.279,0.299
1678,145.929,0.279,0.300
1679,145.085,0.277,0.299
1680,145.118,0.277,0.299
1681,145.436,0.278,0.298
1682,146.062,0.279,0.300
1683,145.462,0.278,0.302
1684,147.180,0.281,0.300
1685,146.074,0.279,0.300
1686,145.645,0.278,0.300
1687,145.508,0.278,0.300
1688,146.145,0.279,0.301
1689,145.556,0.278,0.302
1690,146.065,0.279,0.301
1691,145.308,0.277,0.302
1692,145.667,0.278,0.300
1693,145.526,0.278,0.301
1694,145.606,0.278,0.299
1695,145.504,0.278,0.301
1696,148.464,0.284,0.300
1697,145.489,0.278,0.299
1698,146.026,0.279,0.300
1699,145.504,0.278,0.300
1700,145.609,0.278,0.299
1701,145.927,0.279,0.301
1702,144.956,0.277,0.299
1703,145.679,0.278,0.300
1704,147.798,0.283,0.299
1705,145.609,0.278,0.299
1706,146.219,0.279,0.300
1707,144.883,0.277,0.302
1708,145.280,0.277,0.301
1709,145.363,0.278,0.300
1710,145.075,0.277,0.300
1711,144.987,0.277,0.302
1712,146.127,0.279,0.300
1713,145.589,0.278,0.301
1714,145.538,0.278,0.301
1715,146.970,0.281,0.301
1716,146.042,0.279,0.301
1717,146.096,0.279,0.299
1718,146.462,0.280,0.299
1719,145.190,0.277,0.299
1720,145.821,0.278,0.302
1721,146.812,0.281,0.300
1722,145.899,0.279,0.301
1723,145.514,0.278,0.301
1724,146.093,0.279,0.301
1725,146.938,0.281,0.301
1726,145.802,0.278,0.301
1727,145.922,0.279,0.300
1728,145.728,0.278,0.300
1729,144.646,0.276,0.297
1730,145.308,0.278,0.299
1731,145.358,0.278,0.300
1732,145.665,0.278,0.300
1733,146.216,0.279,0.300
1734,146.700,0.280,0.299
1735,144.726,0.276,0.301
1736,144.885,0.277,0.302
1737,145.687,0.278,0.303
1738,146.588,0.280,0.302
1739,145.781,0.278,0.301
1740,146.339,0.280,0.300
1741,146.068,0.279,0.300
1742,146.473,0.280,0.299
1743,145.922,0.279,0.300
1744,146.096,0.279,0.301
1745,145.536,0.278,0.300
1746,144.832,0.277,0.300
1747,146.118,0.279,0.302
1748,146.269,0.279,0.301
1749,146.737,0.280,0.300
1750,145.126,0.277,0.299
1751,146.479,0.280,0.299
1752,145.702,0.278,0.299
1753,146.141,0.279,0.300
1754,145.928,0.279,0.302
1755,145.841,0.279,0.301
1756,145.331,0.278,0.300
1757,145.194,0.277,0.301
1758,145.920,0.279,0.299
1759,144.807,0.276,0.300
1760,145.520,0.278,0.301
1761,146.273,0.279,0.301
1762,145.824,0.279,0.301
1763,147.074,0.281,0.300
1764,146.941,0.281,0.300
1765,145.468,0.278,0.298
1766,144.809,0.277,0.299
1767,144.650,0.276,0.300
1768,145.348,0.278,0.299
1769,146.451,0.280,0.299
1770,146.557,0.280,0.300
1771,145.940,0.279,0.300
1772,145.688,0.278,0.301
1773,145.881,0.279,0.302
1774,145.757,0.278,0.301
1775,145.750,0.278,0.302
1776,147.172,0.281,0.302
1777,145.246,0.277,0.300
1778,146.232,0.280,0.298
1779,145.806,0.279,0.299
1780,145.809,0.278,0.302
1781,144.914,0.277,0.302
1782,145.955,0.279,0.300
1783,144.877,0.277,0.301
1784,145.256,0.277,0.300
1785,144.809,0.276,0.302
1786,145.377,0.278,0.299
1787,144.661,0.276,0.301
1788,145.944,0.279,0.301
1789,145.849,0.279,0.302
1790,146.480,0.280,0.300
1791,145.130,0.277,0.300
1792,146.277,0.279,0.302
1793,145.361,0.278,0.299
1794,145.725,0.278,0.299
1795,145.146,0.277,0.302
1796,144.815,0.276,0.301
1797,145.542,0.278,0.301
1798,145.748,0.278,0.301
1799,145.799,0.278,0.301
1800,145.249,0.277,0.299
1801,145.389,0.278,0.301
1802,146.418,0.280,0.301
1803,146.428,0.280,0.301
1804,145.428,0.278,0.300
1805,145.350,0.277,0.302
1806,145.083,0.277,0.302
1807,145.179,0.277,0.300
1808,145.643,0.278,0.301
1809,146.200,0.279,0.301
1810,145.323,0.277,0.301
1811,145.373,0.278,0.300
1812,145.814,0.278,0.302
1813,145.407,0.278,0.300
1814,145.711,0.278,0.302
1815,145.563,0.278,0.301
1816,146.524,0.280,0.302
1817,145.567,0.278,0.300
1818,145.633,0.278,0.300
1819,144.432,0.276,0.301
1820,145.450,0.278,0.299
1821,145.354,0.278,0.301
1822,146.011,0.279,0.302
1823,144.616,0.276,0.303
1824,145.597,0.278,0.303
1825,146.223,0.279,0.301
1826,145.268,0.277,0.300
1827,145.134,0.277,0.302
1828,145.320,0.278,0.300
1829,146.423,0.280,0.299
1830,146.392,0.280,0.301
1831,145.256,0.277,0.303
1832,145.915,0.279,0.301
1833,145.698,0.278,0.301
1834,144.984,0.277,0.302
1835,145.254,0.277,0.301
1836,144.831,0.276,0.301
1837,145.801,0.278,0.302
1838,145.342,0.278,0.299
1839,145.005,0.277,0.301
1840,144.697,0.276,0.299
1841,145.264,0.277,0.301
1842,144.908,0.277,0.299
1843,144.623,0.276,0.301
1844,145.867,0.279,0.302
1845,145.253,0.278,0.298
1846,144.475,0.276,0.299
1847,144.683,0.276,0.298
1848,145.490,0.278,0.299
1849,145.707,0.278,0.300
1850,145.906,0.279,0.301
1851,145.305,0.277,0.302
1852,144.936,0.277,0.302
1853,145.996,0.279,0.301
1854,146.243,0.279,0.302
1855,145.577,0.278,0.299
1856,144.912,0.277,0.301
1857,145.919,0.279,0.298
1858,146.085,0.279,0.301
1859,145.628,0.278,0.302
1860,144.976,0.277,0.300
1861,145.421,0.278,0.301
1862,144.743,0.276,0.300
1863,144.663,0.276,0.300
1864,145.444,0.278,0.301
1865,146.385,0.280,0.302
1866,145.178,0.277,0.302
1867,144.603,0.276,0.302
1868,146.265,0.279,0.301
1869,144.686,0.276,0.301
1870,146.308,0.280,0.300
1871,145.418,0.278,0.301
1872,145.344,0.278,0.300
1873,145.273,0.277,0.302
1874,145.720,0.278,0.301
1875,145.148,0.277,0.300
1876,144.692,0.276,0.301
1877,145.792,0.278,0.301
1878,145.763,0.278,0.304
1879,144.144,0.275,0.300
1880,144.609,0.276,0.302
1881,144.341,0.276,0.299
1882,146.059,0.279,0.300
1883,145.765,0.278,0.302
1884,143.857,0.275,0.299
1885,146.001,0.279,0.300
1886,144.843,0.276,0.301
1887,145.206,0.277,0.301
1888,145.627,0.278,0.300
1889,145.892,0.279,0.301
1890,145.810,0.278,0.302
1891,145.369,0.278,0.301
1892,145.492,0.278,0.300
1893,145.522,0.278,0.301
1894,144.632,0.276,0.301
1895,144.980,0.277,0.300
1896,145.190,0.277,0.301
1897,146.583,0.280,0.304
1898,145.330,0.277,0.304
1899,145.052,0.277,0.301
1900,145.125,0.277,0.300
1901,145.256,0.277,0.300
1902,144.147,0.275,0.300
1903,145.209,0.277,0.301
1904,145.258,0.277,0.301
1905,145.334,0.278,0.299
1906,145.288,0.278,0.298
1907,146.245,0.279,0.300
1908,145.425,0.278,0.299
1909,144.893,0.277,0.301
1910,144.646,0.276,0.300
1911,145.018,0.277,0.300
1912,145.983,0.279,0.300
1913,145.628,0.278,0.302
1914,145.532,0.278,0.303
1915,145.811,0.279,0.298
1916,145.836,0.279,0.301
1917,145.323,0.277,0.302
1918,145.928,0.279,0.301
1919,144.469,0.276,0.302
1920,145.001,0.277,0.299
1921,145.579,0.278,0.299
1922,145.186,0.277,0.303
1923,145.373,0.278,0.301
1924,144.668,0.276,0.300
1925,145.705,0.278,0.299
1926,145.756,0.279,0.299
1927,145.514,0.278,0.299
1928,145.394,0.278,0.300
1929,145.557,0.278,0.300
1930,145.091,0.277,0.301
1931,144.328,0.276,0.300
1932,145.354,0.278,0.301
1933,144.913,0.277,0.300
1934,145.925,0.279,0.302
1935,144.877,0.277,0.300
1936,144.519,0.276,0.300
1937,145.365,0.278,0.299
1938,145.955,0.279,0.301
1939,144.816,0.276,0.302
1940,146.250,0.279,0.301
1941,144.937,0.277,0.301
1942,144.051,0.275,0.300
1943,144.740,0.276,0.302
1944,145.273,0.277,0.303
1945,145.113,0.277,0.301
1946,145.561,0.278,0.301
1947,145.284,0.277,0.302
1948,144.240,0.275,0.300
1949,145.309,0.278,0.300
1950,144.873,0.277,0.299
1951,145.061,0.277,0.302
1952,146.440,0.280,0.302
1953,145.358,0.278,0.300
1954,145.130,0.277,0.303
1955,145.723,0.279,0.298
1956,144.594,0.276,0.304
1957,145.686,0.278,0.301
1958,146.288,0.279,0.302
1959,145.060,0.277,0.299
1960,145.933,0.279,0.300
1961,146.277,0.279,0.303
1962,144.714,0.276,0.301
1963,146.143,0.279,0.298
1964,144.089,0.275,0.301
1965,145.764,0.278,0.301
1966,144.651,0.276,0.302
1967,146.161,0.279,0.301
1968,145.505,0.278,0.302
1969,146.135,0.279,0.303
1970,144.649,0.276,0.303
1971,146.087,0.279,0.300
1972,144.764,0.276,0.301
1973,145.462,0.278,0.301
1974,144.438,0.276,0.302
1975,144.964,0.277,0.302
1976,145.010,0.277,0.302
1977,143.656,0.274,0.300
1978,144.744,0.276,0.299
1979,145.516,0.278,0.300
1980,144.749,0.276,0.300
1981,145.129,0.277,0.301
1982,145.942,0.279,0.301
1983,145.081,0.277,0.304
1984,145.994,0.279,0.302
1985,145.513,0.278,0.303
1986,145.009,0.277,0.302
1987,145.407,0.278,0.301
1988,145.359,0.277,0.304
1989,144.161,0.275,0.303
1990,144.537,0.276,0.302
1991,146.684,0.280,0.301
1992,145.002,0.277,0.301
1993,145.840,0.279,0.299
1994,145.224,0.277,0.300
1995,145.266,0.277,0.303
1996,144.979,0.277,0.301
1997,145.722,0.278,0.301
1998,144.784,0.276,0.301
1999,144.928,0.277,0.300
2000,145.147,0.277,0.304
